metric,value
Tax Effect Of Unusual Items,5330519926.941225
Tax Rate For Calcs,0.334684
Normalized EBITDA,572312000000.0
Total Unusual Items,15927000000.0
Total Unusual Items Excluding Goodwill,15927000000.0
Net Income From Continuing Operation Net Minority Interest,42549000000.0
Reconciled Depreciation,330907000000.0
Reconciled Cost Of Revenue,454049000000.0
EBITDA,588239000000.0
EBIT,257332000000.0
Net Interest Income,-155796000000.0
Interest Expense,132501000000.0
Interest Income,2206000000.0
Normalized Income,31952519926.941223
Net Income From Continuing And Discontinued Operation,42549000000.0
Total Expenses,917848000000.0
Diluted Average Shares,5579534000.0
Basic Average Shares,5546320000.0
Diluted EPS,7.63
Basic EPS,7.67
Diluted NI Availto Com Stockholders,42549000000.0
Average Dilution Earnings,
Net Income Common Stockholders,42549000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,42549000000.0
Minority Interests,-40503000000.0
Net Income Including Noncontrolling Interests,83052000000.0
Net Income Discontinuous Operations,0.0
Net Income Continuous Operations,83052000000.0
Tax Provision,41779000000.0
Pretax Income,124831000000.0
Other Non Operating Income Expenses,1007000000.0
Special Income Charges,15807000000.0
Other Special Charges,-20796000000.0
Write Off,1179000000.0
Impairment Of Capital Assets,3810000000.0
Restructuring And Mergern Acquisition,
Net Non Operating Interest Income Expense,-155796000000.0
Total Other Finance Cost,25501000000.0
Interest Expense Non Operating,132501000000.0
Interest Income Non Operating,2206000000.0
Operating Income,247621000000.0
Operating Expense,463799000000.0
Other Operating Expenses,33472000000.0
Depreciation And Amortization In Income Statement,330907000000.0
Amortization,74925000000.0
Depreciation Income Statement,255982000000.0
Selling General And Administration,57097000000.0
Selling And Marketing Expense,53035000000.0
General And Administrative Expense,4062000000.0
Gross Profit,711420000000.0
Cost Of Revenue,454049000000.0
Total Revenue,1165469000000.0
Operating Revenue,1165469000000.0
