metric,value
Tax Effect Of Unusual Items,1728528111.079087
Tax Rate For Calcs,0.202025
Normalized EBITDA,58611400000.0
Total Unusual Items,8556000000.0
Total Unusual Items Excluding Goodwill,8556000000.0
Net Income From Continuing Operation Net Minority Interest,47344400000.0
Reconciled Depreciation,7293300000.0
Reconciled Cost Of Revenue,105836400000.0
EBITDA,67167400000.0
EBIT,59874100000.0
Net Interest Income,2629800000.0
Interest Expense,543400000.0
Interest Income,3173200000.0
Normalized Income,40516928111.07909
Net Income From Continuing And Discontinued Operation,47344400000.0
Total Expenses,145348400000.0
Rent Expense Supplemental,766400000.0
Diluted Average Shares,274662263.0
Basic Average Shares,274050145.0
Diluted EPS,172.37
Basic EPS,172.76
Diluted NI Availto Com Stockholders,47344400000.0
Net Income Common Stockholders,47344400000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,47344400000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,47344400000.0
Net Income Continuous Operations,47344400000.0
Tax Provision,11986300000.0
Pretax Income,59330700000.0
Other Non Operating Income Expenses,820300000.0
Special Income Charges,-77000000.0
Other Special Charges,77000000.0
Write Off,
Net Non Operating Interest Income Expense,2629800000.0
Total Other Finance Cost,
Interest Expense Non Operating,543400000.0
Interest Income Non Operating,3173200000.0
Operating Income,40033700000.0
Operating Expense,39512000000.0
Other Operating Expenses,6852100000.0
Depreciation And Amortization In Income Statement,7293300000.0
Amortization,1544300000.0
Depreciation Income Statement,5749000000.0
Research And Development,370800000.0
Selling General And Administration,13739800000.0
Selling And Marketing Expense,11998700000.0
General And Administrative Expense,1741100000.0
Rent And Landing Fees,766400000.0
Gross Profit,79545700000.0
Cost Of Revenue,105836400000.0
Total Revenue,185382100000.0
Operating Revenue,185382100000.0
