metric,value
Tax Effect Of Unusual Items,0.0
Tax Rate For Calcs,0.23875
Normalized EBITDA,26732200000.0
Total Unusual Items,1510700000.0
Total Unusual Items Excluding Goodwill,1510700000.0
Net Income From Continuing Operation Net Minority Interest,16766000000.0
Reconciled Depreciation,4519300000.0
Reconciled Cost Of Revenue,59556800000.0
EBITDA,26732200000.0
EBIT,22212900000.0
Net Interest Income,-187800000.0
Interest Expense,187800000.0
Interest Income,2453800000.0
Normalized Income,16766000000.0
Net Income From Continuing And Discontinued Operation,16766000000.0
Total Expenses,84067500000.0
Rent Expense Supplemental,281100000.0
Diluted Average Shares,273685929.0
Basic Average Shares,273373553.0
Diluted EPS,61.26
Basic EPS,61.33
Diluted NI Availto Com Stockholders,16766000000.0
Net Income Common Stockholders,16766000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,16766000000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,16766000000.0
Net Income Continuous Operations,16766000000.0
Tax Provision,5258500000.0
Pretax Income,22025100000.0
Other Non Operating Income Expenses,4408200000.0
Special Income Charges,-42300000.0
Other Special Charges,42300000.0
Write Off,
Net Non Operating Interest Income Expense,-187800000.0
Total Other Finance Cost,
Interest Expense Non Operating,187800000.0
Interest Income Non Operating,2453800000.0
Operating Income,17203200000.0
Operating Expense,24510700000.0
Other Operating Expenses,13488800000.0
Depreciation And Amortization In Income Statement,4519300000.0
Amortization,773000000.0
Depreciation Income Statement,4519300000.0
Research And Development,120400000.0
Selling General And Administration,6003600000.0
Selling And Marketing Expense,4964800000.0
General And Administrative Expense,1038800000.0
Rent And Landing Fees,281100000.0
Gross Profit,41713900000.0
Cost Of Revenue,59556800000.0
Total Revenue,101270700000.0
Operating Revenue,101270700000.0
