metric,value
Tax Effect Of Unusual Items,1716661961.122795
Tax Rate For Calcs,0.230874
Normalized EBITDA,51069500000.0
Total Unusual Items,7435500000.0
Total Unusual Items Excluding Goodwill,7435500000.0
Net Income From Continuing Operation Net Minority Interest,40010100000.0
Reconciled Depreciation,5976000000.0
Reconciled Cost Of Revenue,92197900000.0
EBITDA,58505000000.0
EBIT,52529000000.0
Net Interest Income,1529200000.0
Interest Expense,508800000.0
Interest Income,2038000000.0
Normalized Income,34291261961.122795
Net Income From Continuing And Discontinued Operation,40010100000.0
Total Expenses,124364700000.0
Rent Expense Supplemental,680300000.0
Diluted Average Shares,274189231.0
Basic Average Shares,273712460.0
Diluted EPS,145.92
Basic EPS,146.18
Diluted NI Availto Com Stockholders,40010100000.0
Net Income Common Stockholders,40010100000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,40010100000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,40010100000.0
Net Income Continuous Operations,40010100000.0
Tax Provision,12010100000.0
Pretax Income,52020200000.0
Other Non Operating Income Expenses,543900000.0
Special Income Charges,237500000.0
Other Special Charges,-237500000.0
Write Off,
Net Non Operating Interest Income Expense,1529200000.0
Total Other Finance Cost,
Interest Expense Non Operating,508800000.0
Interest Income Non Operating,2038000000.0
Operating Income,37975500000.0
Operating Expense,32166800000.0
Other Operating Expenses,6355400000.0
Depreciation And Amortization In Income Statement,5976000000.0
Amortization,1250700000.0
Depreciation Income Statement,4725300000.0
Research And Development,365400000.0
Selling General And Administration,10108200000.0
Selling And Marketing Expense,8776200000.0
General And Administrative Expense,1332000000.0
Rent And Landing Fees,680300000.0
Gross Profit,70142300000.0
Cost Of Revenue,92197900000.0
Total Revenue,162340200000.0
Operating Revenue,162340200000.0
