company_name,symbol,stock_file_stem,yahoo_symbol,stock_rows,financial_files_written,empty_statements
Bharti Infratel Ltd.,INFRATEL,INFRATEL,INFRATEL.NS,0,0,"income_statement, balance_sheet, cash_flow"
