metric,value
Tax Effect Of Unusual Items,-408694000.0
Tax Rate For Calcs,0.1429
Normalized EBITDA,109670000000.0
Total Unusual Items,-2860000000.0
Total Unusual Items Excluding Goodwill,-2860000000.0
Net Income From Continuing Operation Net Minority Interest,35700000000.0
Reconciled Depreciation,25470000000.0
Reconciled Cost Of Revenue,276210000000.0
EBITDA,106810000000.0
EBIT,81340000000.0
Net Interest Income,-28090000000.0
Interest Expense,29840000000.0
Interest Income,3410000000.0
Normalized Income,38151306000.0
Net Income From Continuing And Discontinued Operation,35700000000.0
Total Expenses,443840000000.0
Rent Expense Supplemental,1410000000.0
Diluted Average Shares,782499749.0
Basic Average Shares,782499749.0
Diluted EPS,43.923751
Basic EPS,43.923751
Diluted NI Availto Com Stockholders,34350000000.0
Net Income Common Stockholders,34350000000.0
Otherunder Preferred Stock Dividend,1350000000.0
Net Income,35700000000.0
Minority Interests,-8440000000.0
Net Income Including Noncontrolling Interests,44140000000.0
Net Income Continuous Operations,44140000000.0
Tax Provision,7360000000.0
Pretax Income,51500000000.0
Other Non Operating Income Expenses,1150000000.0
Special Income Charges,-2780000000.0
Other Special Charges,1000000000.0
Write Off,1290000000.0
Restructuring And Mergern Acquisition,490000000.0
Net Non Operating Interest Income Expense,-28090000000.0
Total Other Finance Cost,1660000000.0
Interest Expense Non Operating,29840000000.0
Interest Income Non Operating,3410000000.0
Operating Income,87500000000.0
Operating Expense,167630000000.0
Other Operating Expenses,65360000000.0
Depreciation And Amortization In Income Statement,25470000000.0
Amortization,11680000000.0
Depreciation Income Statement,13790000000.0
Research And Development,1220000000.0
Selling General And Administration,23600000000.0
Selling And Marketing Expense,12350000000.0
General And Administrative Expense,11250000000.0
Rent And Landing Fees,1410000000.0
Gross Profit,255130000000.0
Cost Of Revenue,276210000000.0
Total Revenue,531340000000.0
Operating Revenue,531340000000.0
