metric,value
Tax Effect Of Unusual Items,-131758000.0
Tax Rate For Calcs,0.226
Normalized EBITDA,13044000000.0
Total Unusual Items,-583000000.0
Total Unusual Items Excluding Goodwill,-583000000.0
Net Income From Continuing Operation Net Minority Interest,6874000000.0
Reconciled Depreciation,2873000000.0
Reconciled Cost Of Revenue,45172000000.0
EBITDA,12461000000.0
EBIT,9588000000.0
Net Interest Income,350000000.0
Interest Expense,327000000.0
Interest Income,677000000.0
Normalized Income,7325242000.0
Net Income From Continuing And Discontinued Operation,6795000000.0
Total Expenses,73621000000.0
Rent Expense Supplemental,
Diluted Average Shares,968443687.0
Basic Average Shares,960519420.0
Diluted EPS,7.08
Basic EPS,7.08
Diluted NI Availto Com Stockholders,6795000000.0
Net Income Common Stockholders,6795000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,6795000000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,6795000000.0
Net Income Discontinuous Operations,-79000000.0
Net Income Continuous Operations,6874000000.0
Tax Provision,2387000000.0
Pretax Income,9261000000.0
Other Non Operating Income Expenses,310000000.0
Special Income Charges,-893000000.0
Other Special Charges,893000000.0
Write Off,
Restructuring And Mergern Acquisition,397000000.0
Net Non Operating Interest Income Expense,350000000.0
Total Other Finance Cost,
Interest Expense Non Operating,327000000.0
Interest Income Non Operating,677000000.0
Operating Income,9180000000.0
Operating Expense,28449000000.0
Other Operating Expenses,16450000000.0
Depreciation And Amortization In Income Statement,2873000000.0
Amortization,1173000000.0
Depreciation Income Statement,1700000000.0
Selling General And Administration,11466000000.0
Selling And Marketing Expense,11466000000.0
General And Administrative Expense,
Rent And Landing Fees,
Gross Profit,37629000000.0
Cost Of Revenue,45172000000.0
Total Revenue,82801000000.0
Operating Revenue,82801000000.0
