metric,value
Tax Effect Of Unusual Items,417384785.005513
Tax Rate For Calcs,0.264168
Normalized EBITDA,60230000000.0
Total Unusual Items,1580000000.0
Total Unusual Items Excluding Goodwill,1580000000.0
Net Income From Continuing Operation Net Minority Interest,33370000000.0
Reconciled Depreciation,6930000000.0
Reconciled Cost Of Revenue,475150000000.0
EBITDA,61810000000.0
EBIT,54880000000.0
Net Interest Income,-6520000000.0
Interest Expense,9530000000.0
Interest Income,3010000000.0
Normalized Income,32207384785.005512
Net Income From Continuing And Discontinued Operation,33370000000.0
Total Expenses,552900000000.0
Rent Expense Supplemental,380000000.0
Diluted Average Shares,887342510.0
Basic Average Shares,887052227.0
Diluted EPS,37.61
Basic EPS,37.62
Diluted NI Availto Com Stockholders,33370000000.0
Net Income Common Stockholders,33370000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,33370000000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,33370000000.0
Net Income Continuous Operations,33370000000.0
Tax Provision,11980000000.0
Pretax Income,45350000000.0
Other Non Operating Income Expenses,260000000.0
Special Income Charges,10000000.0
Other Special Charges,-10000000.0
Write Off,0.0
Net Non Operating Interest Income Expense,-6520000000.0
Total Other Finance Cost,
Interest Expense Non Operating,9530000000.0
Interest Income Non Operating,3010000000.0
Operating Income,50080000000.0
Operating Expense,77750000000.0
Other Operating Expenses,15400000000.0
Depreciation And Amortization In Income Statement,6930000000.0
Amortization,610000000.0
Depreciation Income Statement,6320000000.0
Selling General And Administration,32870000000.0
Selling And Marketing Expense,29960000000.0
General And Administrative Expense,2910000000.0
Rent And Landing Fees,380000000.0
Gross Profit,127830000000.0
Cost Of Revenue,475150000000.0
Total Revenue,602980000000.0
Operating Revenue,602980000000.0
