metric,value
Free Cash Flow,181573000000.0
Repayment Of Debt,-193108200000.0
Issuance Of Debt,99847000000.0
Capital Expenditure,-79662200000.0
End Cash Position,25771100000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,46677400000.0
Changes In Cash,-20906300000.0
Financing Cash Flow,-289669400000.0
Net Other Financing Charges,
Interest Paid Cff,-88206800000.0
Cash Dividends Paid,-108119600000.0
Net Issuance Payments Of Debt,-93261200000.0
Net Short Term Debt Issuance,35000000000.0
Short Term Debt Payments,-39000000000.0
Short Term Debt Issuance,74000000000.0
Net Long Term Debt Issuance,-128261200000.0
Long Term Debt Payments,-154108200000.0
Long Term Debt Issuance,25847000000.0
Investing Cash Flow,7527900000.0
Net Other Investing Changes,5261400000.0
Interest Received Cfi,2380600000.0
Dividends Received Cfi,2279800000.0
Net Investment Purchase And Sale,159500000.0
Sale Of Investment,14859500000.0
Purchase Of Investment,-14700000000.0
Net Business Purchase And Sale,26881000000.0
Sale Of Business,31306400000.0
Purchase Of Business,-4425400000.0
Net PPE Purchase And Sale,-79662200000.0
Sale Of PPE,
Purchase Of PPE,-79662200000.0
Operating Cash Flow,261235200000.0
Taxes Refund Paid,-37193800000.0
Change In Working Capital,-63509200000.0
Change In Other Current Liabilities,-8249500000.0
Change In Other Current Assets,-49726900000.0
Change In Inventory,135100000.0
Change In Receivables,-5667900000.0
Other Non Cash Items,74821800000.0
Provisionand Write Offof Assets,42000000.0
Depreciation And Amortization,128716600000.0
Depreciation,128716600000.0
Gain Loss On Investment Securities,-1919900000.0
Net Foreign Currency Exchange Gain Loss,1483500000.0
Gain Loss On Sale Of PPE,284100000.0
Gain Loss On Sale Of Business,-35548800000.0
Net Income From Continuing Operations,194974900000.0
